order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,shipping_status
1,259,4,2016-01-01,2016-01-03,2016-01-03,1,2,Shipped
2,1212,4,2016-01-01,2016-01-04,2016-01-03,2,6,Shipped
3,523,4,2016-01-02,2016-01-05,2016-01-03,2,7,Shipped
4,175,4,2016-01-03,2016-01-04,2016-01-05,1,3,Shipped
5,1324,4,2016-01-03,2016-01-06,2016-01-06,2,6,Shipped
6,94,4,2016-01-04,2016-01-07,2016-01-05,2,6,Shipped
7,324,4,2016-01-04,2016-01-07,2016-01-05,2,6,Shipped
8,1204,4,2016-01-04,2016-01-05,2016-01-05,2,7,Shipped
9,60,4,2016-01-05,2016-01-08,2016-01-08,1,2,Shipped
10,442,4,2016-01-05,2016-01-06,2016-01-06,2,6,Shipped
11,1326,4,2016-01-05,2016-01-08,2016-01-07,2,7,Shipped
12,91,4,2016-01-06,2016-01-08,2016-01-09,1,2,Shipped
13,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,Shipped
14,258,4,2016-01-09,2016-01-11,2016-01-12,1,3,Shipped
15,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,Shipped
16,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,Shipped
17,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,Shipped
18,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Shipped
19,696,4,2016-01-14,2016-01-17,2016-01-16,1,2,Shipped
20,923,4,2016-01-14,2016-01-16,2016-01-17,1,2,Shipped
21,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,Shipped
22,1035,4,2016-01-16,2016-01-18,2016-01-17,1,2,Shipped
23,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,Shipped
24,636,4,2016-01-18,2016-01-20,2016-01-19,2,7,Shipped
25,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,Shipped
26,1280,4,2016-01-18,2016-01-21,2016-01-19,2,7,Shipped
27,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,Shipped
28,252,4,2016-01-19,2016-01-20,2016-01-21,2,6,Shipped
29,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,Shipped
30,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,Shipped
31,1238,4,2016-01-20,2016-01-22,2016-01-22,3,8,Shipped
32,1259,4,2016-01-21,2016-01-24,2016-01-22,1,3,Shipped
33,236,4,2016-01-21,2016-01-22,2016-01-22,2,6,Shipped
34,80,4,2016-01-22,2016-01-25,2016-01-23,2,6,Shipped
35,813,4,2016-01-22,2016-01-25,2016-01-24,2,7,Shipped
36,1321,4,2016-01-23,2016-01-24,2016-01-24,2,6,Shipped
37,164,4,2016-01-25,2016-01-28,2016-01-26,2,6,Shipped
38,583,4,2016-01-25,2016-01-27,2016-01-26,2,7,Shipped
39,1296,4,2016-01-25,2016-01-26,2016-01-26,2,7,Shipped
40,348,4,2016-01-27,2016-01-28,2016-01-29,1,3,Shipped
41,979,4,2016-01-27,2016-01-30,2016-01-29,2,6,Shipped
42,1095,4,2016-01-27,2016-01-28,2016-01-30,2,7,Shipped
43,1434,4,2016-01-27,2016-01-28,2016-01-30,2,7,Shipped
44,861,4,2016-01-28,2016-01-31,2016-01-30,2,7,Shipped
45,1220,4,2016-01-28,2016-01-31,2016-01-31,2,7,Shipped
46,746,4,2016-01-29,2016-01-31,2016-01-31,2,7,Shipped
47,1234,4,2016-01-29,2016-01-30,2016-01-31,2,7,Shipped
48,1012,4,2016-01-30,2016-02-01,2016-02-02,2,7,Shipped
49,608,4,2016-01-31,2016-02-01,2016-02-02,2,6,Shipped
50,872,4,2016-01-31,2016-02-03,2016-02-02,3,8,Shipped
51,1047,4,2016-02-01,2016-02-02,2016-02-03,2,7,Shipped
52,767,4,2016-02-03,2016-02-04,2016-02-05,1,2,Shipped
53,965,4,2016-02-03,2016-02-04,2016-02-05,2,6,Shipped
54,535,4,2016-02-04,2016-02-07,2016-02-07,2,7,Shipped
55,1173,4,2016-02-04,2016-02-07,2016-02-06,2,6,Shipped
56,1241,4,2016-02-04,2016-02-06,2016-02-07,2,6,Shipped
57,1305,4,2016-02-04,2016-02-06,2016-02-06,2,7,Shipped
58,504,4,2016-02-05,2016-02-07,2016-02-07,2,6,Shipped
59,563,4,2016-02-05,2016-02-07,2016-02-06,2,7,Shipped
60,151,4,2016-02-06,2016-02-08,2016-02-07,1,3,Shipped
61,277,4,2016-02-06,2016-02-09,2016-02-09,2,7,Shipped
62,208,4,2016-02-07,2016-02-10,2016-02-10,1,2,Shipped
63,1075,4,2016-02-07,2016-02-09,2016-02-09,2,7,Shipped
64,1185,4,2016-02-07,2016-02-08,2016-02-09,2,6,Shipped
65,996,4,2016-02-08,2016-02-09,2016-02-11,2,6,Shipped
66,1253,4,2016-02-09,2016-02-12,2016-02-12,2,7,Shipped
67,526,4,2016-02-09,2016-02-11,2016-02-10,3,8,Shipped
68,381,4,2016-02-10,2016-02-11,2016-02-13,2,6,Shipped
69,1413,4,2016-02-10,2016-02-12,2016-02-11,2,7,Shipped
70,50,3,2016-02-11,2016-02-11,,3,9,Pending
71,797,4,2016-02-11,2016-02-14,2016-02-12,2,7,Shipped
72,1386,4,2016-02-12,2016-02-15,2016-02-13,1,2,Shipped
73,612,4,2016-02-12,2016-02-15,2016-02-14,2,7,Shipped
74,264,4,2016-02-13,2016-02-15,2016-02-15,2,7,Shipped
75,587,4,2016-02-14,2016-02-15,2016-02-17,2,6,Shipped
76,9,3,2016-02-16,2016-02-16,,2,6,Pending
77,385,4,2016-02-16,2016-02-19,2016-02-19,1,2,Shipped
78,1182,4,2016-02-16,2016-02-18,2016-02-19,2,7,Shipped
79,529,4,2016-02-17,2016-02-20,2016-02-20,1,3,Shipped
80,397,4,2016-02-17,2016-02-20,2016-02-19,2,6,Shipped
81,521,4,2016-02-17,2016-02-19,2016-02-18,2,6,Shipped
82,1223,4,2016-02-18,2016-02-21,2016-02-20,2,6,Shipped
83,393,4,2016-02-19,2016-02-20,2016-02-20,1,3,Shipped
84,317,4,2016-02-20,2016-02-22,2016-02-21,2,7,Shipped
85,1174,4,2016-02-20,2016-02-23,2016-02-21,2,7,Shipped
86,276,4,2016-02-21,2016-02-22,2016-02-23,2,7,Shipped
87,516,4,2016-02-21,2016-02-22,2016-02-23,2,6,Shipped
88,1069,4,2016-02-21,2016-02-22,2016-02-23,2,6,Shipped
89,668,4,2016-02-21,2016-02-24,2016-02-24,3,8,Shipped
90,414,4,2016-02-23,2016-02-25,2016-02-24,2,7,Shipped
91,648,4,2016-02-25,2016-02-27,2016-02-28,1,2,Shipped
92,1309,4,2016-02-25,2016-02-28,2016-02-28,2,7,Shipped
93,1328,4,2016-02-26,2016-02-28,2016-02-27,1,3,Shipped
94,929,4,2016-02-27,2016-02-28,2016-02-29,1,2,Shipped
95,218,4,2016-02-27,2016-02-29,2016-02-28,2,7,Shipped
96,1094,4,2016-02-27,2016-02-29,2016-02-28,2,7,Shipped
97,204,4,2016-02-28,2016-02-29,2016-03-01,2,7,Shipped
98,1194,4,2016-02-28,2016-02-29,2016-02-29,2,6,Shipped
99,1165,4,2016-02-29,2016-03-01,2016-03-03,3,9,Shipped
100,1237,4,2016-03-01,2016-03-04,2016-03-03,2,7,Shipped
101,271,4,2016-03-01,2016-03-04,2016-03-04,3,8,Shipped
102,336,4,2016-03-02,2016-03-05,2016-03-03,2,7,Shipped
103,991,4,2016-03-03,2016-03-06,2016-03-05,1,2,Shipped
104,7,4,2016-03-03,2016-03-05,2016-03-05,2,7,Shipped
105,306,4,2016-03-03,2016-03-05,2016-03-04,2,7,Shipped
106,422,4,2016-03-04,2016-03-05,2016-03-05,3,9,Shipped
107,633,4,2016-03-06,2016-03-09,2016-03-09,1,2,Shipped
108,12,4,2016-03-06,2016-03-09,2016-03-07,2,6,Shipped
109,1255,4,2016-03-06,2016-03-09,2016-03-09,2,6,Shipped
110,677,4,2016-03-06,2016-03-08,2016-03-09,3,9,Shipped
111,630,4,2016-03-07,2016-03-10,2016-03-10,2,6,Shipped
112,469,4,2016-03-08,2016-03-11,2016-03-10,2,6,Shipped
113,1078,4,2016-03-08,2016-03-11,2016-03-11,2,6,Shipped
114,1431,4,2016-03-08,2016-03-10,2016-03-11,2,7,Shipped
115,1369,4,2016-03-09,2016-03-11,2016-03-11,2,7,Shipped
116,471,4,2016-03-10,2016-03-11,2016-03-11,2,7,Shipped
117,740,4,2016-03-10,2016-03-13,2016-03-11,2,6,Shipped
118,577,4,2016-03-12,2016-03-14,2016-03-13,1,2,Shipped
119,925,4,2016-03-12,2016-03-14,2016-03-14,2,7,Shipped
120,327,4,2016-03-14,2016-03-15,2016-03-17,2,7,Shipped
121,755,4,2016-03-14,2016-03-15,2016-03-16,2,6,Shipped
122,786,4,2016-03-14,2016-03-16,2016-03-15,2,6,Shipped
123,766,4,2016-03-15,2016-03-18,2016-03-17,2,6,Shipped
124,403,4,2016-03-16,2016-03-18,2016-03-17,1,3,Shipped
125,685,4,2016-03-16,2016-03-19,2016-03-17,2,6,Shipped
126,1365,4,2016-03-16,2016-03-18,2016-03-18,2,7,Shipped
127,484,4,2016-03-17,2016-03-18,2016-03-19,3,8,Shipped
128,86,4,2016-03-18,2016-03-20,2016-03-21,2,6,Shipped
129,84,4,2016-03-19,2016-03-21,2016-03-21,2,7,Shipped
130,1049,4,2016-03-19,2016-03-22,2016-03-20,2,6,Shipped
131,316,4,2016-03-19,2016-03-22,2016-03-20,3,8,Shipped
132,46,4,2016-03-20,2016-03-22,2016-03-23,1,3,Shipped
133,409,4,2016-03-20,2016-03-22,2016-03-21,2,7,Shipped
134,679,4,2016-03-20,2016-03-21,2016-03-21,2,7,Shipped
135,1354,4,2016-03-21,2016-03-23,2016-03-23,2,7,Shipped
136,1192,4,2016-03-21,2016-03-24,2016-03-23,3,8,Shipped
137,370,4,2016-03-23,2016-03-26,2016-03-25,2,7,Shipped
138,438,4,2016-03-23,2016-03-24,2016-03-25,2,7,Shipped
139,710,4,2016-03-23,2016-03-24,2016-03-26,2,7,Shipped
140,1264,4,2016-03-23,2016-03-26,2016-03-26,2,7,Shipped
141,557,4,2016-03-25,2016-03-27,2016-03-26,2,7,Shipped
142,170,4,2016-03-26,2016-03-27,2016-03-27,1,3,Shipped
143,693,4,2016-03-26,2016-03-28,2016-03-28,2,7,Shipped
144,1124,4,2016-03-26,2016-03-29,2016-03-29,2,7,Shipped
145,366,4,2016-03-27,2016-03-29,2016-03-30,2,6,Shipped
146,288,4,2016-03-28,2016-03-30,2016-03-30,1,3,Shipped
147,55,4,2016-03-28,2016-03-31,2016-03-31,2,7,Shipped
148,714,4,2016-03-28,2016-03-30,2016-03-30,2,6,Shipped
149,763,4,2016-03-28,2016-03-30,2016-03-29,2,6,Shipped
150,332,4,2016-03-29,2016-03-31,2016-04-01,1,2,Shipped
151,926,4,2016-03-29,2016-04-01,2016-03-31,1,2,Shipped
152,76,4,2016-03-29,2016-03-30,2016-03-30,2,6,Shipped
153,498,4,2016-03-30,2016-04-02,2016-04-01,2,6,Shipped
154,1286,4,2016-03-31,2016-04-01,2016-04-01,1,2,Shipped
155,371,4,2016-04-02,2016-04-03,2016-04-04,2,6,Shipped
156,357,4,2016-04-03,2016-04-06,2016-04-05,1,3,Shipped
157,43,4,2016-04-03,2016-04-06,2016-04-06,3,8,Shipped
158,117,3,2016-04-04,2016-04-04,,3,9,Pending
159,32,4,2016-04-04,2016-04-06,2016-04-06,1,2,Shipped
160,205,4,2016-04-04,2016-04-06,2016-04-06,2,7,Shipped
161,251,4,2016-04-04,2016-04-07,2016-04-05,2,7,Shipped
162,31,4,2016-04-06,2016-04-08,2016-04-07,1,3,Shipped
163,1325,4,2016-04-06,2016-04-07,2016-04-07,2,7,Shipped
164,610,4,2016-04-07,2016-04-08,2016-04-09,2,7,Shipped
165,574,4,2016-04-08,2016-04-10,2016-04-10,1,3,Shipped
166,338,4,2016-04-08,2016-04-11,2016-04-11,2,6,Shipped
167,1034,4,2016-04-08,2016-04-09,2016-04-11,2,7,Shipped
168,1147,4,2016-04-09,2016-04-12,2016-04-11,1,3,Shipped
169,99,4,2016-04-10,2016-04-11,2016-04-11,2,7,Shipped
170,1200,4,2016-04-10,2016-04-11,2016-04-13,2,7,Shipped
171,237,4,2016-04-11,2016-04-14,2016-04-14,1,3,Shipped
172,1079,4,2016-04-11,2016-04-12,2016-04-14,2,7,Shipped
173,117,4,2016-04-11,2016-04-14,2016-04-13,3,8,Shipped
174,1361,4,2016-04-12,2016-04-13,2016-04-15,2,7,Shipped
175,951,4,2016-04-13,2016-04-14,2016-04-14,2,6,Shipped
176,643,4,2016-04-15,2016-04-16,2016-04-17,2,7,Shipped
177,121,4,2016-04-16,2016-04-19,2016-04-19,1,2,Shipped
178,756,4,2016-04-16,2016-04-17,2016-04-18,2,6,Shipped
179,616,4,2016-04-17,2016-04-19,2016-04-19,2,6,Shipped
180,918,4,2016-04-17,2016-04-20,2016-04-19,2,7,Shipped
181,459,4,2016-04-18,2016-04-20,2016-04-20,1,3,Shipped
182,854,4,2016-04-18,2016-04-19,2016-04-20,2,6,Shipped
183,22,4,2016-04-19,2016-04-20,2016-04-20,2,7,Shipped
184,134,4,2016-04-19,2016-04-21,2016-04-22,2,7,Shipped
185,24,3,2016-04-20,2016-04-20,,1,2,Pending
186,1127,4,2016-04-21,2016-04-22,2016-04-24,2,6,Shipped
187,183,4,2016-04-22,2016-04-23,2016-04-24,2,6,Shipped
188,390,4,2016-04-22,2016-04-23,2016-04-25,2,6,Shipped
189,1288,4,2016-04-23,2016-04-24,2016-04-26,1,2,Shipped
190,98,4,2016-04-23,2016-04-25,2016-04-25,2,6,Shipped
191,919,4,2016-04-27,2016-04-28,2016-04-28,1,2,Shipped
192,728,4,2016-04-27,2016-04-28,2016-04-29,2,7,Shipped
193,1366,4,2016-04-28,2016-04-30,2016-04-30,1,3,Shipped
194,558,4,2016-04-28,2016-04-30,2016-05-01,2,7,Shipped
195,727,4,2016-04-28,2016-05-01,2016-05-01,2,7,Shipped
196,1247,4,2016-04-28,2016-04-30,2016-05-01,2,6,Shipped
197,127,4,2016-04-30,2016-05-03,2016-05-03,2,7,Shipped
198,640,4,2016-05-01,2016-05-04,2016-05-03,2,6,Shipped
199,760,4,2016-05-01,2016-05-04,2016-05-04,2,7,Shipped
200,1074,4,2016-05-01,2016-05-03,2016-05-03,2,6,Shipped
201,280,4,2016-05-01,2016-05-04,2016-05-02,3,9,Shipped
202,600,4,2016-05-03,2016-05-05,2016-05-04,1,2,Shipped
203,1102,4,2016-05-03,2016-05-05,2016-05-06,3,9,Shipped
204,591,4,2016-05-04,2016-05-07,2016-05-06,2,7,Shipped
205,635,4,2016-05-04,2016-05-05,2016-05-06,2,6,Shipped
206,743,4,2016-05-04,2016-05-06,2016-05-05,3,9,Shipped
207,105,4,2016-05-05,2016-05-07,2016-05-07,2,7,Shipped
208,815,4,2016-05-06,2016-05-07,2016-05-09,2,7,Shipped
209,514,4,2016-05-07,2016-05-08,2016-05-08,2,6,Shipped
210,943,4,2016-05-07,2016-05-08,2016-05-09,2,6,Shipped
211,1140,4,2016-05-07,2016-05-09,2016-05-08,2,6,Shipped
212,1373,4,2016-05-08,2016-05-09,2016-05-11,2,6,Shipped
213,788,4,2016-05-08,2016-05-09,2016-05-09,3,8,Shipped
214,363,4,2016-05-10,2016-05-12,2016-05-11,2,6,Shipped
215,1420,4,2016-05-10,2016-05-13,2016-05-12,2,7,Shipped
216,267,4,2016-05-11,2016-05-14,2016-05-13,1,3,Shipped
217,716,4,2016-05-11,2016-05-12,2016-05-14,2,7,Shipped
218,1179,4,2016-05-12,2016-05-14,2016-05-14,2,7,Shipped
219,1338,4,2016-05-12,2016-05-15,2016-05-15,2,6,Shipped
220,1358,4,2016-05-12,2016-05-14,2016-05-15,2,6,Shipped
221,1218,4,2016-05-13,2016-05-16,2016-05-14,1,2,Shipped
222,51,4,2016-05-13,2016-05-16,2016-05-14,2,6,Shipped
223,1368,4,2016-05-15,2016-05-16,2016-05-17,2,7,Shipped
224,157,4,2016-05-17,2016-05-18,2016-05-19,1,3,Shipped
225,307,4,2016-05-17,2016-05-20,2016-05-19,1,3,Shipped
226,501,4,2016-05-17,2016-05-19,2016-05-20,1,2,Shipped
227,489,4,2016-05-17,2016-05-18,2016-05-20,2,7,Shipped
228,615,4,2016-05-17,2016-05-20,2016-05-20,2,7,Shipped
229,742,4,2016-05-19,2016-05-21,2016-05-20,2,6,Shipped
230,1167,4,2016-05-19,2016-05-20,2016-05-21,2,6,Shipped
231,1257,4,2016-05-19,2016-05-22,2016-05-21,2,6,Shipped
232,1360,4,2016-05-20,2016-05-23,2016-05-23,1,3,Shipped
233,737,4,2016-05-21,2016-05-22,2016-05-24,2,6,Shipped
234,1435,4,2016-05-22,2016-05-24,2016-05-24,2,6,Shipped
235,649,4,2016-05-24,2016-05-25,2016-05-25,2,6,Shipped
236,206,4,2016-05-25,2016-05-27,2016-05-26,2,6,Shipped
237,1351,4,2016-05-25,2016-05-26,2016-05-27,2,7,Shipped
238,1350,4,2016-05-26,2016-05-29,2016-05-29,2,6,Shipped
239,13,3,2016-05-27,2016-05-27,,3,9,Pending
240,65,4,2016-05-27,2016-05-29,2016-05-30,2,6,Shipped
241,1082,4,2016-05-27,2016-05-29,2016-05-29,2,7,Shipped
242,1168,4,2016-05-27,2016-05-30,2016-05-30,2,7,Shipped
243,802,4,2016-05-27,2016-05-30,2016-05-28,3,8,Shipped
244,956,4,2016-05-28,2016-05-29,2016-05-29,2,6,Shipped
245,223,4,2016-05-29,2016-05-31,2016-05-30,2,7,Shipped
246,17,3,2016-05-30,2016-05-30,,2,6,Pending
247,928,4,2016-05-30,2016-06-01,2016-06-01,1,3,Shipped
248,1376,4,2016-05-30,2016-06-01,2016-05-31,2,7,Shipped
249,145,4,2016-06-01,2016-06-04,2016-06-04,2,6,Shipped
250,150,4,2016-06-01,2016-06-02,2016-06-04,2,7,Shipped
251,851,4,2016-06-01,2016-06-04,2016-06-04,2,7,Shipped
252,66,4,2016-06-01,2016-06-04,2016-06-02,3,8,Shipped
253,1267,4,2016-06-02,2016-06-05,2016-06-05,2,6,Shipped
254,510,4,2016-06-03,2016-06-06,2016-06-05,2,7,Shipped
255,801,4,2016-06-03,2016-06-06,2016-06-05,2,7,Shipped
256,26,4,2016-06-04,2016-06-05,2016-06-07,2,7,Shipped
257,1314,4,2016-06-05,2016-06-06,2016-06-08,1,3,Shipped
258,107,4,2016-06-06,2016-06-07,2016-06-07,2,7,Shipped
259,413,4,2016-06-06,2016-06-09,2016-06-09,2,7,Shipped
260,632,4,2016-06-06,2016-06-08,2016-06-08,2,6,Shipped
261,1045,4,2016-06-08,2016-06-10,2016-06-09,1,2,Shipped
262,579,4,2016-06-08,2016-06-11,2016-06-10,3,9,Shipped
263,1322,4,2016-06-09,2016-06-10,2016-06-12,2,6,Shipped
264,5,3,2016-06-10,2016-06-10,,1,3,Pending
265,682,4,2016-06-10,2016-06-12,2016-06-11,2,7,Shipped
266,933,4,2016-06-10,2016-06-13,2016-06-13,2,7,Shipped
267,282,4,2016-06-11,2016-06-14,2016-06-14,1,3,Shipped
268,540,4,2016-06-11,2016-06-14,2016-06-12,1,3,Shipped
269,764,4,2016-06-12,2016-06-13,2016-06-15,2,6,Shipped
270,879,4,2016-06-12,2016-06-15,2016-06-13,2,7,Shipped
271,350,4,2016-06-13,2016-06-16,2016-06-14,2,7,Shipped
272,497,4,2016-06-15,2016-06-18,2016-06-16,2,7,Shipped
273,1340,4,2016-06-16,2016-06-19,2016-06-17,2,7,Shipped
274,411,4,2016-06-17,2016-06-20,2016-06-18,2,7,Shipped
275,1341,4,2016-06-17,2016-06-19,2016-06-18,2,7,Shipped
276,1227,4,2016-06-18,2016-06-19,2016-06-19,2,6,Shipped
277,546,4,2016-06-19,2016-06-20,2016-06-20,2,7,Shipped
278,1301,4,2016-06-20,2016-06-23,2016-06-21,1,3,Shipped
279,378,4,2016-06-21,2016-06-22,2016-06-22,2,6,Shipped
280,638,4,2016-06-21,2016-06-22,2016-06-23,2,7,Shipped
281,800,4,2016-06-21,2016-06-22,2016-06-23,2,7,Shipped
282,159,4,2016-06-22,2016-06-25,2016-06-25,3,9,Shipped
283,181,4,2016-06-23,2016-06-26,2016-06-26,1,2,Shipped
284,1356,4,2016-06-23,2016-06-25,2016-06-25,2,7,Shipped
285,319,4,2016-06-25,2016-06-26,2016-06-27,1,2,Shipped
286,59,4,2016-06-25,2016-06-26,2016-06-26,2,6,Shipped
287,133,4,2016-06-25,2016-06-26,2016-06-27,2,6,Shipped
288,780,4,2016-06-25,2016-06-28,2016-06-28,2,6,Shipped
289,849,4,2016-06-27,2016-06-28,2016-06-30,2,6,Shipped
290,202,4,2016-06-28,2016-06-29,2016-06-30,2,6,Shipped
291,158,4,2016-06-29,2016-06-30,2016-07-01,2,6,Shipped
292,360,4,2016-06-29,2016-06-30,2016-07-02,3,9,Shipped
293,573,4,2016-06-30,2016-07-03,2016-07-02,2,7,Shipped
294,732,4,2016-07-01,2016-07-02,2016-07-02,2,7,Shipped
295,1130,4,2016-07-01,2016-07-04,2016-07-04,2,7,Shipped
296,1245,4,2016-07-04,2016-07-07,2016-07-06,2,6,Shipped
297,1425,4,2016-07-04,2016-07-05,2016-07-06,2,7,Shipped
298,885,4,2016-07-04,2016-07-07,2016-07-07,3,9,Shipped
299,281,4,2016-07-05,2016-07-06,2016-07-07,2,6,Shipped
300,1205,4,2016-07-05,2016-07-08,2016-07-08,2,6,Shipped
301,17,4,2016-07-06,2016-07-09,2016-07-08,2,6,Shipped
302,1375,4,2016-07-06,2016-07-07,2016-07-09,2,6,Shipped
303,36,4,2016-07-07,2016-07-08,2016-07-09,2,7,Shipped
304,230,4,2016-07-07,2016-07-08,2016-07-08,2,6,Shipped
305,705,4,2016-07-07,2016-07-08,2016-07-08,2,7,Shipped
306,424,4,2016-07-09,2016-07-10,2016-07-12,2,7,Shipped
307,695,4,2016-07-09,2016-07-11,2016-07-11,2,6,Shipped
308,156,4,2016-07-11,2016-07-12,2016-07-14,2,6,Shipped
309,211,4,2016-07-11,2016-07-13,2016-07-13,2,6,Shipped
310,627,4,2016-07-12,2016-07-13,2016-07-13,1,2,Shipped
311,1400,4,2016-07-12,2016-07-14,2016-07-13,2,6,Shipped
312,299,4,2016-07-13,2016-07-15,2016-07-16,2,6,Shipped
313,565,4,2016-07-14,2016-07-15,2016-07-15,3,9,Shipped
314,1019,4,2016-07-15,2016-07-17,2016-07-17,2,7,Shipped
315,1263,4,2016-07-16,2016-07-19,2016-07-17,2,6,Shipped
316,670,4,2016-07-17,2016-07-20,2016-07-19,2,7,Shipped
317,795,4,2016-07-17,2016-07-20,2016-07-19,2,7,Shipped
318,1141,4,2016-07-17,2016-07-19,2016-07-20,2,7,Shipped
319,941,4,2016-07-18,2016-07-21,2016-07-21,2,6,Shipped
