order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,shipping_status
320,1428,4,2016-07-19,2016-07-20,2016-07-21,1,2,Shipped
321,568,4,2016-07-19,2016-07-22,2016-07-21,2,6,Shipped
322,924,4,2016-07-19,2016-07-22,2016-07-20,2,6,Shipped
323,1243,4,2016-07-19,2016-07-22,2016-07-21,2,6,Shipped
324,480,4,2016-07-20,2016-07-22,2016-07-23,2,6,Shipped
325,848,4,2016-07-20,2016-07-21,2016-07-21,2,6,Shipped
326,1337,4,2016-07-20,2016-07-21,2016-07-22,3,9,Shipped
327,83,4,2016-07-21,2016-07-24,2016-07-22,2,6,Shipped
328,528,4,2016-07-23,2016-07-26,2016-07-25,2,6,Shipped
329,274,4,2016-07-24,2016-07-27,2016-07-26,2,6,Shipped
330,622,4,2016-07-24,2016-07-27,2016-07-27,2,6,Shipped
331,642,4,2016-07-24,2016-07-26,2016-07-25,2,6,Shipped
332,659,4,2016-07-24,2016-07-26,2016-07-26,2,7,Shipped
333,779,4,2016-07-25,2016-07-27,2016-07-26,2,6,Shipped
334,1112,4,2016-07-25,2016-07-28,2016-07-27,2,7,Shipped
335,1193,4,2016-07-25,2016-07-27,2016-07-26,2,6,Shipped
336,1030,4,2016-07-26,2016-07-29,2016-07-27,2,7,Shipped
337,1252,4,2016-07-26,2016-07-27,2016-07-28,2,7,Shipped
338,1333,4,2016-07-28,2016-07-29,2016-07-30,1,3,Shipped
339,1110,4,2016-07-28,2016-07-31,2016-07-29,2,7,Shipped
340,963,4,2016-07-29,2016-07-30,2016-07-31,2,7,Shipped
341,1357,4,2016-07-31,2016-08-03,2016-08-01,1,3,Shipped
342,806,4,2016-07-31,2016-08-01,2016-08-03,2,7,Shipped
343,961,4,2016-07-31,2016-08-02,2016-08-01,2,7,Shipped
344,750,4,2016-08-01,2016-08-03,2016-08-02,2,6,Shipped
345,1299,4,2016-08-01,2016-08-04,2016-08-03,2,6,Shipped
346,584,4,2016-08-01,2016-08-03,2016-08-02,3,9,Shipped
347,1004,4,2016-08-02,2016-08-03,2016-08-05,2,6,Shipped
348,907,4,2016-08-02,2016-08-05,2016-08-04,3,9,Shipped
349,30,3,2016-08-03,2016-08-03,,1,3,Pending
350,31,3,2016-08-03,2016-08-03,,1,3,Pending
351,1307,4,2016-08-03,2016-08-06,2016-08-04,1,2,Shipped
352,16,4,2016-08-03,2016-08-04,2016-08-06,2,7,Shipped
353,1387,4,2016-08-03,2016-08-06,2016-08-06,2,7,Shipped
354,551,4,2016-08-03,2016-08-05,2016-08-06,3,8,Shipped
355,1011,4,2016-08-03,2016-08-05,2016-08-05,3,8,Shipped
356,1189,4,2016-08-04,2016-08-07,2016-08-06,2,6,Shipped
357,14,3,2016-08-05,2016-08-05,,3,8,Pending
358,1042,4,2016-08-05,2016-08-07,2016-08-07,2,7,Shipped
359,441,4,2016-08-07,2016-08-10,2016-08-10,2,7,Shipped
360,1300,4,2016-08-07,2016-08-09,2016-08-10,2,6,Shipped
361,994,4,2016-08-08,2016-08-09,2016-08-11,2,6,Shipped
362,187,4,2016-08-09,2016-08-11,2016-08-11,1,2,Shipped
363,834,4,2016-08-11,2016-08-12,2016-08-13,3,8,Shipped
364,373,4,2016-08-12,2016-08-14,2016-08-13,2,6,Shipped
365,981,4,2016-08-13,2016-08-14,2016-08-15,2,6,Shipped
366,1054,4,2016-08-13,2016-08-14,2016-08-14,3,9,Shipped
367,527,4,2016-08-14,2016-08-15,2016-08-15,2,7,Shipped
368,995,4,2016-08-14,2016-08-15,2016-08-17,2,7,Shipped
369,1285,4,2016-08-15,2016-08-18,2016-08-18,1,3,Shipped
370,758,4,2016-08-15,2016-08-18,2016-08-18,2,7,Shipped
371,891,4,2016-08-15,2016-08-16,2016-08-18,2,7,Shipped
372,132,4,2016-08-16,2016-08-18,2016-08-18,2,6,Shipped
373,337,4,2016-08-16,2016-08-19,2016-08-17,2,7,Shipped
374,1313,4,2016-08-17,2016-08-19,2016-08-18,1,2,Shipped
375,536,4,2016-08-17,2016-08-20,2016-08-20,2,7,Shipped
376,825,4,2016-08-17,2016-08-19,2016-08-18,2,6,Shipped
377,1355,4,2016-08-17,2016-08-19,2016-08-20,2,6,Shipped
378,475,4,2016-08-17,2016-08-20,2016-08-20,3,9,Shipped
379,954,4,2016-08-18,2016-08-21,2016-08-21,2,7,Shipped
380,1156,4,2016-08-19,2016-08-20,2016-08-21,2,7,Shipped
381,1297,4,2016-08-19,2016-08-21,2016-08-21,2,7,Shipped
382,199,4,2016-08-20,2016-08-23,2016-08-23,2,6,Shipped
383,331,4,2016-08-20,2016-08-23,2016-08-22,2,7,Shipped
384,410,4,2016-08-20,2016-08-22,2016-08-23,2,7,Shipped
385,1274,4,2016-08-20,2016-08-23,2016-08-22,2,7,Shipped
386,1362,4,2016-08-20,2016-08-23,2016-08-23,2,6,Shipped
387,451,4,2016-08-20,2016-08-21,2016-08-21,3,8,Shipped
388,1080,4,2016-08-21,2016-08-24,2016-08-23,3,8,Shipped
389,53,4,2016-08-22,2016-08-24,2016-08-25,1,3,Shipped
390,576,4,2016-08-22,2016-08-24,2016-08-25,3,9,Shipped
391,61,3,2016-08-23,2016-08-23,,3,9,Pending
392,176,4,2016-08-23,2016-08-26,2016-08-24,1,3,Shipped
393,368,4,2016-08-25,2016-08-26,2016-08-27,2,6,Shipped
394,522,4,2016-08-26,2016-08-28,2016-08-29,1,3,Shipped
395,144,4,2016-08-26,2016-08-27,2016-08-29,2,6,Shipped
396,542,4,2016-08-27,2016-08-30,2016-08-29,2,6,Shipped
397,1437,4,2016-08-28,2016-08-31,2016-08-29,2,7,Shipped
398,447,4,2016-08-29,2016-08-30,2016-09-01,1,2,Shipped
399,1001,4,2016-08-29,2016-09-01,2016-09-01,2,7,Shipped
400,1295,4,2016-08-29,2016-08-30,2016-08-31,2,6,Shipped
401,103,4,2016-08-30,2016-09-02,2016-09-01,2,6,Shipped
402,1335,4,2016-08-30,2016-09-01,2016-08-31,2,6,Shipped
403,578,4,2016-08-31,2016-09-01,2016-09-02,1,3,Shipped
404,396,4,2016-08-31,2016-09-03,2016-09-01,2,7,Shipped
405,603,4,2016-08-31,2016-09-01,2016-09-01,2,6,Shipped
406,1380,4,2016-08-31,2016-09-02,2016-09-01,2,7,Shipped
407,77,3,2016-09-01,2016-09-01,,3,8,Pending
408,1071,4,2016-09-01,2016-09-02,2016-09-02,1,2,Shipped
409,416,4,2016-09-01,2016-09-04,2016-09-04,2,7,Shipped
410,1151,4,2016-09-01,2016-09-03,2016-09-02,2,6,Shipped
411,261,4,2016-09-02,2016-09-04,2016-09-04,1,3,Shipped
412,1202,4,2016-09-02,2016-09-04,2016-09-04,1,3,Shipped
413,717,4,2016-09-02,2016-09-05,2016-09-03,2,6,Shipped
414,917,4,2016-09-03,2016-09-06,2016-09-06,2,7,Shipped
415,1265,4,2016-09-03,2016-09-06,2016-09-06,2,7,Shipped
416,1377,4,2016-09-03,2016-09-04,2016-09-06,2,7,Shipped
417,359,4,2016-09-04,2016-09-05,2016-09-06,1,3,Shipped
418,88,4,2016-09-04,2016-09-05,2016-09-05,2,6,Shipped
419,14,4,2016-09-04,2016-09-07,2016-09-06,3,8,Shipped
420,72,4,2016-09-05,2016-09-06,2016-09-07,1,3,Shipped
421,240,4,2016-09-05,2016-09-06,2016-09-08,1,3,Shipped
422,398,4,2016-09-06,2016-09-07,2016-09-09,2,6,Shipped
423,1397,4,2016-09-06,2016-09-09,2016-09-09,2,7,Shipped
424,67,4,2016-09-08,2016-09-11,2016-09-11,1,3,Shipped
425,843,4,2016-09-08,2016-09-11,2016-09-11,2,6,Shipped
426,944,4,2016-09-08,2016-09-10,2016-09-10,2,6,Shipped
427,434,4,2016-09-09,2016-09-10,2016-09-11,1,2,Shipped
428,1039,4,2016-09-09,2016-09-12,2016-09-10,2,6,Shipped
429,153,4,2016-09-10,2016-09-12,2016-09-12,3,8,Shipped
430,272,4,2016-09-11,2016-09-13,2016-09-12,2,6,Shipped
431,1217,4,2016-09-11,2016-09-12,2016-09-12,2,6,Shipped
432,169,4,2016-09-12,2016-09-15,2016-09-14,1,2,Shipped
433,1062,4,2016-09-12,2016-09-15,2016-09-13,2,6,Shipped
434,726,4,2016-09-13,2016-09-15,2016-09-14,2,6,Shipped
435,77,4,2016-09-14,2016-09-15,2016-09-16,3,9,Shipped
436,791,4,2016-09-16,2016-09-19,2016-09-19,2,7,Shipped
437,1085,4,2016-09-16,2016-09-18,2016-09-18,2,7,Shipped
438,314,4,2016-09-16,2016-09-19,2016-09-18,3,8,Shipped
439,149,4,2016-09-17,2016-09-20,2016-09-18,2,6,Shipped
440,882,4,2016-09-17,2016-09-18,2016-09-19,2,7,Shipped
441,704,4,2016-09-18,2016-09-19,2016-09-19,1,2,Shipped
442,667,4,2016-09-18,2016-09-21,2016-09-21,2,7,Shipped
443,1371,4,2016-09-18,2016-09-19,2016-09-20,2,6,Shipped
444,30,4,2016-09-19,2016-09-20,2016-09-21,1,2,Shipped
445,362,4,2016-09-19,2016-09-22,2016-09-22,2,6,Shipped
446,399,4,2016-09-19,2016-09-21,2016-09-20,2,7,Shipped
447,808,4,2016-09-20,2016-09-23,2016-09-22,3,8,Shipped
448,101,4,2016-09-21,2016-09-22,2016-09-24,2,6,Shipped
449,492,4,2016-09-21,2016-09-24,2016-09-22,2,7,Shipped
450,575,4,2016-09-21,2016-09-24,2016-09-23,2,7,Shipped
451,1146,4,2016-09-21,2016-09-23,2016-09-22,2,7,Shipped
452,997,4,2016-09-22,2016-09-23,2016-09-24,2,7,Shipped
453,1028,4,2016-09-22,2016-09-24,2016-09-25,2,7,Shipped
454,988,4,2016-09-23,2016-09-25,2016-09-26,2,6,Shipped
455,1055,4,2016-09-23,2016-09-24,2016-09-24,2,7,Shipped
456,1061,4,2016-09-23,2016-09-26,2016-09-25,3,9,Shipped
457,1349,4,2016-09-24,2016-09-27,2016-09-27,1,3,Shipped
458,197,4,2016-09-25,2016-09-28,2016-09-26,2,6,Shipped
459,874,4,2016-09-25,2016-09-28,2016-09-26,2,6,Shipped
460,691,4,2016-09-25,2016-09-27,2016-09-26,3,8,Shipped
461,853,4,2016-09-26,2016-09-27,2016-09-27,2,7,Shipped
462,852,4,2016-09-27,2016-09-28,2016-09-29,2,6,Shipped
463,964,4,2016-09-27,2016-09-28,2016-09-28,3,8,Shipped
464,74,4,2016-09-28,2016-09-30,2016-09-29,2,7,Shipped
465,1198,4,2016-09-28,2016-10-01,2016-10-01,2,6,Shipped
466,1440,4,2016-09-28,2016-09-29,2016-10-01,2,7,Shipped
467,555,4,2016-09-28,2016-09-30,2016-09-30,3,8,Shipped
468,1261,4,2016-09-29,2016-10-02,2016-09-30,1,3,Shipped
469,1089,4,2016-09-29,2016-10-02,2016-10-02,2,7,Shipped
470,641,4,2016-09-30,2016-10-02,2016-10-02,1,3,Shipped
471,697,4,2016-09-30,2016-10-02,2016-10-01,1,3,Shipped
472,468,4,2016-09-30,2016-10-01,2016-10-01,2,7,Shipped
473,549,4,2016-09-30,2016-10-02,2016-10-03,2,7,Shipped
474,553,4,2016-10-01,2016-10-04,2016-10-04,1,3,Shipped
475,241,4,2016-10-01,2016-10-04,2016-10-03,2,7,Shipped
476,559,4,2016-10-01,2016-10-04,2016-10-02,2,6,Shipped
477,449,4,2016-10-02,2016-10-05,2016-10-04,1,2,Shipped
478,304,4,2016-10-02,2016-10-05,2016-10-03,2,7,Shipped
479,984,4,2016-10-03,2016-10-04,2016-10-04,2,6,Shipped
480,686,4,2016-10-04,2016-10-07,2016-10-05,1,3,Shipped
481,481,4,2016-10-04,2016-10-07,2016-10-06,3,9,Shipped
482,513,4,2016-10-05,2016-10-06,2016-10-06,2,6,Shipped
483,703,4,2016-10-06,2016-10-07,2016-10-09,1,2,Shipped
484,421,4,2016-10-06,2016-10-09,2016-10-07,2,7,Shipped
485,465,4,2016-10-06,2016-10-08,2016-10-07,2,7,Shipped
486,709,4,2016-10-06,2016-10-08,2016-10-09,2,7,Shipped
487,827,4,2016-10-06,2016-10-09,2016-10-09,2,6,Shipped
488,921,4,2016-10-06,2016-10-09,2016-10-08,2,6,Shipped
489,899,4,2016-10-06,2016-10-08,2016-10-08,3,8,Shipped
490,876,4,2016-10-07,2016-10-10,2016-10-09,2,6,Shipped
491,1048,4,2016-10-08,2016-10-10,2016-10-11,1,2,Shipped
492,191,4,2016-10-09,2016-10-10,2016-10-12,1,2,Shipped
493,796,4,2016-10-09,2016-10-12,2016-10-11,1,3,Shipped
494,875,4,2016-10-09,2016-10-10,2016-10-11,2,6,Shipped
495,712,4,2016-10-10,2016-10-12,2016-10-13,1,3,Shipped
496,193,4,2016-10-10,2016-10-12,2016-10-11,2,6,Shipped
497,785,4,2016-10-10,2016-10-11,2016-10-11,2,6,Shipped
498,1331,4,2016-10-10,2016-10-12,2016-10-11,2,6,Shipped
499,260,4,2016-10-11,2016-10-14,2016-10-13,1,2,Shipped
500,148,4,2016-10-11,2016-10-12,2016-10-13,2,6,Shipped
501,977,4,2016-10-11,2016-10-12,2016-10-13,2,7,Shipped
502,401,4,2016-10-12,2016-10-13,2016-10-13,3,9,Shipped
503,932,4,2016-10-13,2016-10-16,2016-10-14,2,6,Shipped
504,1381,4,2016-10-14,2016-10-15,2016-10-15,1,2,Shipped
505,721,4,2016-10-14,2016-10-16,2016-10-17,2,6,Shipped
506,831,4,2016-10-14,2016-10-16,2016-10-16,2,6,Shipped
507,1378,4,2016-10-15,2016-10-17,2016-10-17,1,3,Shipped
508,1359,4,2016-10-15,2016-10-18,2016-10-18,2,6,Shipped
509,235,4,2016-10-16,2016-10-17,2016-10-17,2,7,Shipped
510,586,4,2016-10-17,2016-10-18,2016-10-18,2,7,Shipped
511,377,4,2016-10-18,2016-10-20,2016-10-19,2,7,Shipped
512,8,4,2016-10-19,2016-10-22,2016-10-20,2,7,Shipped
513,155,4,2016-10-19,2016-10-21,2016-10-21,2,6,Shipped
514,927,4,2016-10-19,2016-10-21,2016-10-20,2,7,Shipped
515,986,4,2016-10-19,2016-10-20,2016-10-22,2,6,Shipped
516,111,4,2016-10-21,2016-10-23,2016-10-24,2,6,Shipped
517,613,4,2016-10-21,2016-10-22,2016-10-24,2,6,Shipped
518,1374,4,2016-10-22,2016-10-24,2016-10-25,1,2,Shipped
519,54,4,2016-10-22,2016-10-23,2016-10-24,2,7,Shipped
520,639,4,2016-10-23,2016-10-26,2016-10-24,2,7,Shipped
521,664,4,2016-10-23,2016-10-25,2016-10-25,2,6,Shipped
522,724,4,2016-10-23,2016-10-24,2016-10-24,2,7,Shipped
523,1056,4,2016-10-24,2016-10-26,2016-10-27,2,6,Shipped
524,569,4,2016-10-25,2016-10-26,2016-10-27,1,2,Shipped
525,1315,4,2016-10-26,2016-10-28,2016-10-29,1,3,Shipped
526,1096,4,2016-10-26,2016-10-28,2016-10-28,2,6,Shipped
527,506,4,2016-10-27,2016-10-29,2016-10-28,1,2,Shipped
528,676,4,2016-10-28,2016-10-31,2016-10-31,2,7,Shipped
529,753,4,2016-10-28,2016-10-30,2016-10-31,2,7,Shipped
530,773,4,2016-10-28,2016-10-31,2016-10-31,2,6,Shipped
531,116,4,2016-10-28,2016-10-29,2016-10-30,3,8,Shipped
532,817,4,2016-10-29,2016-10-31,2016-10-30,2,7,Shipped
533,1334,4,2016-10-29,2016-11-01,2016-11-01,2,6,Shipped
534,1406,4,2016-10-29,2016-10-30,2016-10-31,2,7,Shipped
535,835,4,2016-10-29,2016-10-31,2016-11-01,3,9,Shipped
536,759,4,2016-10-31,2016-11-02,2016-11-01,1,3,Shipped
537,1353,4,2016-10-31,2016-11-01,2016-11-03,1,2,Shipped
538,341,4,2016-11-02,2016-11-05,2016-11-05,2,6,Shipped
539,1144,4,2016-11-02,2016-11-04,2016-11-03,2,7,Shipped
540,1429,4,2016-11-03,2016-11-05,2016-11-06,1,3,Shipped
541,1228,4,2016-11-04,2016-11-07,2016-11-07,1,3,Shipped
542,313,4,2016-11-04,2016-11-06,2016-11-05,2,7,Shipped
543,62,4,2016-11-06,2016-11-09,2016-11-08,2,6,Shipped
544,321,4,2016-11-06,2016-11-07,2016-11-08,2,7,Shipped
545,1108,4,2016-11-08,2016-11-10,2016-11-09,3,9,Shipped
546,470,4,2016-11-09,2016-11-12,2016-11-10,2,7,Shipped
547,20,4,2016-11-09,2016-11-11,2016-11-10,3,8,Shipped
548,739,4,2016-11-11,2016-11-13,2016-11-13,2,7,Shipped
549,64,3,2016-11-12,2016-11-12,,3,9,Pending
550,892,4,2016-11-12,2016-11-14,2016-11-15,2,7,Shipped
551,1169,4,2016-11-12,2016-11-13,2016-11-13,2,6,Shipped
552,1282,4,2016-11-12,2016-11-15,2016-11-13,2,7,Shipped
553,913,4,2016-11-12,2016-11-13,2016-11-15,3,9,Shipped
554,104,4,2016-11-13,2016-11-14,2016-11-16,1,3,Shipped
555,212,4,2016-11-13,2016-11-14,2016-11-16,2,7,Shipped
556,61,4,2016-11-13,2016-11-14,2016-11-15,3,9,Shipped
557,1248,4,2016-11-14,2016-11-17,2016-11-15,2,6,Shipped
558,1443,4,2016-11-15,2016-11-16,2016-11-17,2,7,Shipped
559,959,4,2016-11-16,2016-11-17,2016-11-17,1,2,Shipped
560,1405,4,2016-11-18,2016-11-19,2016-11-21,2,6,Shipped
561,90,4,2016-11-19,2016-11-22,2016-11-22,2,6,Shipped
562,942,4,2016-11-19,2016-11-20,2016-11-22,2,7,Shipped
563,365,4,2016-11-20,2016-11-22,2016-11-21,2,6,Shipped
564,1058,4,2016-11-20,2016-11-23,2016-11-22,2,7,Shipped
565,894,4,2016-11-21,2016-11-22,2016-11-22,2,7,Shipped
566,298,4,2016-11-22,2016-11-25,2016-11-23,1,3,Shipped
567,1430,4,2016-11-22,2016-11-23,2016-11-23,1,2,Shipped
568,1275,4,2016-11-23,2016-11-25,2016-11-24,1,3,Shipped
569,707,4,2016-11-23,2016-11-24,2016-11-25,2,6,Shipped
570,989,4,2016-11-23,2016-11-24,2016-11-25,2,6,Shipped
571,5,4,2016-11-24,2016-11-25,2016-11-27,1,2,Shipped
572,178,4,2016-11-24,2016-11-26,2016-11-26,2,6,Shipped
573,423,4,2016-11-24,2016-11-26,2016-11-27,2,6,Shipped
574,833,4,2016-11-26,2016-11-27,2016-11-29,2,7,Shipped
575,33,4,2016-11-27,2016-11-28,2016-11-30,1,3,Shipped
576,1272,4,2016-11-27,2016-11-30,2016-11-28,1,3,Shipped
577,445,4,2016-11-27,2016-11-30,2016-11-29,2,6,Shipped
578,819,4,2016-11-27,2016-11-28,2016-11-29,2,7,Shipped
579,160,4,2016-11-27,2016-11-30,2016-11-29,3,8,Shipped
580,581,4,2016-11-30,2016-12-02,2016-12-02,1,3,Shipped
581,688,4,2016-12-03,2016-12-05,2016-12-06,1,3,Shipped
582,32,3,2016-12-04,2016-12-04,,1,2,Pending
583,792,4,2016-12-04,2016-12-05,2016-12-07,2,7,Shipped
584,1209,4,2016-12-04,2016-12-05,2016-12-05,2,7,Shipped
585,1219,4,2016-12-04,2016-12-05,2016-12-05,2,7,Shipped
586,1306,4,2016-12-04,2016-12-06,2016-12-05,2,6,Shipped
587,487,4,2016-12-06,2016-12-08,2016-12-08,1,2,Shipped
588,102,4,2016-12-06,2016-12-07,2016-12-07,2,7,Shipped
589,719,4,2016-12-06,2016-12-07,2016-12-07,2,7,Shipped
590,990,4,2016-12-06,2016-12-09,2016-12-07,2,7,Shipped
591,1211,4,2016-12-06,2016-12-09,2016-12-09,2,7,Shipped
592,1232,4,2016-12-06,2016-12-08,2016-12-08,2,7,Shipped
593,50,4,2016-12-07,2016-12-10,2016-12-08,3,8,Shipped
594,1318,4,2016-12-07,2016-12-08,2016-12-08,3,8,Shipped
595,538,4,2016-12-08,2016-12-09,2016-12-11,1,2,Shipped
596,952,4,2016-12-08,2016-12-09,2016-12-09,1,3,Shipped
597,1121,4,2016-12-08,2016-12-09,2016-12-10,2,6,Shipped
598,40,3,2016-12-09,2016-12-09,,1,3,Pending
599,1,4,2016-12-09,2016-12-10,2016-12-12,2,6,Shipped
600,624,4,2016-12-09,2016-12-12,2016-12-11,2,7,Shipped
601,683,4,2016-12-09,2016-12-10,2016-12-10,2,6,Shipped
602,823,4,2016-12-09,2016-12-10,2016-12-11,2,6,Shipped
603,1032,4,2016-12-09,2016-12-10,2016-12-10,2,7,Shipped
604,96,4,2016-12-10,2016-12-13,2016-12-12,2,7,Shipped
605,1208,4,2016-12-10,2016-12-11,2016-12-12,2,6,Shipped
606,18,4,2016-12-11,2016-12-12,2016-12-13,2,7,Shipped
607,309,4,2016-12-11,2016-12-14,2016-12-13,2,6,Shipped
608,1103,4,2016-12-12,2016-12-15,2016-12-14,1,3,Shipped
609,896,4,2016-12-12,2016-12-13,2016-12-14,2,7,Shipped
610,711,4,2016-12-13,2016-12-15,2016-12-14,2,6,Shipped
611,1073,4,2016-12-15,2016-12-17,2016-12-18,2,7,Shipped
612,634,4,2016-12-16,2016-12-17,2016-12-17,2,7,Shipped
613,1159,4,2016-12-17,2016-12-19,2016-12-19,2,7,Shipped
614,654,4,2016-12-18,2016-12-21,2016-12-21,1,2,Shipped
615,560,4,2016-12-19,2016-12-22,2016-12-21,3,9,Shipped
616,1444,4,2016-12-20,2016-12-23,2016-12-23,2,6,Shipped
617,118,4,2016-12-21,2016-12-23,2016-12-23,2,7,Shipped
618,131,4,2016-12-21,2016-12-22,2016-12-22,2,6,Shipped
619,454,4,2016-12-22,2016-12-25,2016-12-25,2,7,Shipped
620,466,4,2016-12-22,2016-12-24,2016-12-24,2,6,Shipped
621,1157,4,2016-12-23,2016-12-25,2016-12-24,2,6,Shipped
622,1398,4,2016-12-23,2016-12-26,2016-12-25,2,7,Shipped
623,678,4,2016-12-24,2016-12-26,2016-12-27,2,6,Shipped
624,814,4,2016-12-24,2016-12-25,2016-12-27,2,6,Shipped
625,1163,4,2016-12-25,2016-12-28,2016-12-26,1,2,Shipped
626,130,4,2016-12-25,2016-12-28,2016-12-27,2,7,Shipped
627,1119,4,2016-12-25,2016-12-26,2016-12-28,2,6,Shipped
628,561,4,2016-12-26,2016-12-29,2016-12-27,1,3,Shipped
629,973,4,2016-12-26,2016-12-27,2016-12-29,1,2,Shipped
630,1404,4,2016-12-26,2016-12-27,2016-12-28,2,6,Shipped
631,855,4,2016-12-27,2016-12-29,2016-12-29,1,3,Shipped
632,163,4,2016-12-27,2016-12-29,2016-12-29,2,7,Shipped
633,1040,4,2016-12-28,2016-12-31,2016-12-30,3,8,Shipped
634,27,4,2016-12-29,2017-01-01,2016-12-30,2,6,Shipped
635,520,4,2016-12-30,2017-01-02,2016-12-31,2,6,Shipped
636,532,4,2017-01-03,2017-01-04,2017-01-05,1,2,Shipped
637,512,4,2017-01-03,2017-01-05,2017-01-05,2,6,Shipped
638,1302,4,2017-01-04,2017-01-05,2017-01-06,2,7,Shipped
639,550,4,2017-01-06,2017-01-07,2017-01-07,2,6,Shipped
